Eventi da inserire - dev
Id;EventName;Description;Category;StartDate;EndDate;Link;HighlightEvent;Creator;CreatorLogo;TopImage;BottomImage;Mode;SdgImage;SdgTag;Region;Address;Latitude;Longitude
;Humana Vintage;Per dare più valore alle donazioni di vestiti usati fatte dai cittadini, Humana ha creato una rete di oltre 500 egozi solidali in Europa e negli Stati Uniti, presso i quali è possibile scegliere capi unici e irripetibili a prezzi accessibili, la cui vendita consente di ottenere fondi per sostenere progetti nel Sud del mondo e di creare più di 14.600 posti di lavoro nel mondo.;7;;;https://raccoltavestiti.humanaitalia.org/persone/#:~:text=I%20contenitori%20per%20la%20raccolta,trovare%20oltre%204.800%20nostri%20contenitori.;;;;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/b2c/humana-vintage.png;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/logo-humana.png;In presenza;12;;;Humana Vintage, Milano, in via Cappellari 3;45,4630774;9,1891706
;Humana Vintage;Per dare più valore alle donazioni di vestiti usati fatte dai cittadini, Humana ha creato una rete di oltre 500 egozi solidali in Europa e negli Stati Uniti, presso i quali è possibile scegliere capi unici e irripetibili a prezzi accessibili, la cui vendita consente di ottenere fondi per sostenere progetti nel Sud del mondo e di creare più di 14.600 posti di lavoro nel mondo.;7;;;https://raccoltavestiti.humanaitalia.org/persone/#:~:text=I%20contenitori%20per%20la%20raccolta,trovare%20oltre%204.800%20nostri%20contenitori.;;;;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/b2c/humana-vintage.png;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/logo-humana.png;In presenza;12;;;Roma, via Cavour 102, Roma;41,8975619;12,4963977
;Humana Vintage;Per dare più valore alle donazioni di vestiti usati fatte dai cittadini, Humana ha creato una rete di oltre 500 egozi solidali in Europa e negli Stati Uniti, presso i quali è possibile scegliere capi unici e irripetibili a prezzi accessibili, la cui vendita consente di ottenere fondi per sostenere progetti nel Sud del mondo e di creare più di 14.600 posti di lavoro nel mondo.;7;;;https://raccoltavestiti.humanaitalia.org/persone/#:~:text=I%20contenitori%20per%20la%20raccolta,trovare%20oltre%204.800%20nostri%20contenitori.;;;;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/b2c/humana-vintage.png;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/logo-humana.png;In presenza;12;;;Torino, in via dei Mercanti 18, Torino;45,0706953;7,6803096
;Humana Vintage;Per dare più valore alle donazioni di vestiti usati fatte dai cittadini, Humana ha creato una rete di oltre 500 egozi solidali in Europa e negli Stati Uniti, presso i quali è possibile scegliere capi unici e irripetibili a prezzi accessibili, la cui vendita consente di ottenere fondi per sostenere progetti nel Sud del mondo e di creare più di 14.600 posti di lavoro nel mondo.;7;;;https://raccoltavestiti.humanaitalia.org/persone/#:~:text=I%20contenitori%20per%20la%20raccolta,trovare%20oltre%204.800%20nostri%20contenitori.;;;;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/b2c/humana-vintage.png;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/logo-humana.png;In presenza;12;;;Verona, Piazza Pasque Veronesi 5A;45,4396354;10,9893883
;Humana Vintage;Per dare più valore alle donazioni di vestiti usati fatte dai cittadini, Humana ha creato una rete di oltre 500 egozi solidali in Europa e negli Stati Uniti, presso i quali è possibile scegliere capi unici e irripetibili a prezzi accessibili, la cui vendita consente di ottenere fondi per sostenere progetti nel Sud del mondo e di creare più di 14.600 posti di lavoro nel mondo.;7;;;https://raccoltavestiti.humanaitalia.org/persone/#:~:text=I%20contenitori%20per%20la%20raccolta,trovare%20oltre%204.800%20nostri%20contenitori.;;;;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/b2c/humana-vintage.png;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/logo-humana.png;In presenza;12;;;Humana Vintage, Bologna, via Righi 16, Bologna;44,4990589;11,3451995
;Second Hand;Per dare più valore alle donazioni di vestiti usati fatte dai cittadini, Humana ha creato una rete di oltre 500 egozi solidali in Europa e negli Stati Uniti, presso i quali è possibile scegliere capi unici e irripetibili a prezzi accessibili, la cui vendita consente di ottenere fondi per sostenere progetti nel Sud del mondo e di creare più di 14.600 posti di lavoro nel mondo.;7;;;https://raccoltavestiti.humanaitalia.org/persone/#:~:text=I%20contenitori%20per%20la%20raccolta,trovare%20oltre%204.800%20nostri%20contenitori.;;;;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/b2c/humana-vintage.png;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/logo-humana.png;In presenza;12;;;Second Hand a Torino,  C.so Vittorio Emanuele II, 41, Torino;45,061566;7,6815341
;Humana Vintage;Per dare più valore alle donazioni di vestiti usati fatte dai cittadini, Humana ha creato una rete di oltre 500 egozi solidali in Europa e negli Stati Uniti, presso i quali è possibile scegliere capi unici e irripetibili a prezzi accessibili, la cui vendita consente di ottenere fondi per sostenere progetti nel Sud del mondo e di creare più di 14.600 posti di lavoro nel mondo.;7;;;https://raccoltavestiti.humanaitalia.org/persone/#:~:text=I%20contenitori%20per%20la%20raccolta,trovare%20oltre%204.800%20nostri%20contenitori.;;;;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/b2c/humana-vintage.png;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/logo-humana.png;In presenza;12;;;Humana Vintage, via Vigevano 32, Milano;45,4532553;9,1712961
;Humana Vintage;Per dare più valore alle donazioni di vestiti usati fatte dai cittadini, Humana ha creato una rete di oltre 500 egozi solidali in Europa e negli Stati Uniti, presso i quali è possibile scegliere capi unici e irripetibili a prezzi accessibili, la cui vendita consente di ottenere fondi per sostenere progetti nel Sud del mondo e di creare più di 14.600 posti di lavoro nel mondo.;7;;;https://raccoltavestiti.humanaitalia.org/persone/#:~:text=I%20contenitori%20per%20la%20raccolta,trovare%20oltre%204.800%20nostri%20contenitori.;;;;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/b2c/humana-vintage.png;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/logo-humana.png;In presenza;12;;;Humana vintage, MILANO, via De Amicis 43;45,459897;9,1757132
;Humana Vintage;Per dare più valore alle donazioni di vestiti usati fatte dai cittadini, Humana ha creato una rete di oltre 500 egozi solidali in Europa e negli Stati Uniti, presso i quali è possibile scegliere capi unici e irripetibili a prezzi accessibili, la cui vendita consente di ottenere fondi per sostenere progetti nel Sud del mondo e di creare più di 14.600 posti di lavoro nel mondo.;7;;;https://raccoltavestiti.humanaitalia.org/persone/#:~:text=I%20contenitori%20per%20la%20raccolta,trovare%20oltre%204.800%20nostri%20contenitori.;;;;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/b2c/humana-vintage.png;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/logo-humana.png;In presenza;12;;;Roma, via Leonina 38/41;41,8950484;12,4927242
;Humana Vintage;Per dare più valore alle donazioni di vestiti usati fatte dai cittadini, Humana ha creato una rete di oltre 500 egozi solidali in Europa e negli Stati Uniti, presso i quali è possibile scegliere capi unici e irripetibili a prezzi accessibili, la cui vendita consente di ottenere fondi per sostenere progetti nel Sud del mondo e di creare più di 14.600 posti di lavoro nel mondo.;7;;;https://raccoltavestiti.humanaitalia.org/persone/#:~:text=I%20contenitori%20per%20la%20raccolta,trovare%20oltre%204.800%20nostri%20contenitori.;;;;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/b2c/humana-vintage.png;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/logo-humana.png;In presenza;12;;;Roma, C.so Vittorio Emanuele 199-201;41,8973306;12,4713439
;HUMANA VINTAGE ONLINE;;7;;;https://humanavintage.it/;;;;https://humanavintage.it/wp-content/uploads/2022/03/Humana-Vintage_logo.png;;In presenza;12;;;Via Bergamo 9 B/C, 20006 Pregnana Milanese (MI);45,5026167;8,9966605
;Humana Vintage;Per dare più valore alle donazioni di vestiti usati fatte dai cittadini, Humana ha creato una rete di oltre 500 egozi solidali in Europa e negli Stati Uniti, presso i quali è possibile scegliere capi unici e irripetibili a prezzi accessibili, la cui vendita consente di ottenere fondi per sostenere progetti nel Sud del mondo e di creare più di 14.600 posti di lavoro nel mondo.;7;;;https://raccoltavestiti.humanaitalia.org/persone/#:~:text=I%20contenitori%20per%20la%20raccolta,trovare%20oltre%204.800%20nostri%20contenitori.;;;;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/b2c/humana-vintage.png;https://raccoltavestiti.humanaitalia.org/wp-content/themes/humana/img/logo-humana.png;In presenza;12;;;Via delle Belle Donne, 4/6R, 50123 Firenze FI;43,7718554;11,2508516
;Consumo Consapevole ;Marchio di consumo collettivo, shopping etico e sostenibile online;7;;;https://lamarcadelconsumatore.it/;;;;https://lamarcadelconsumatore.it/wp-content/uploads/2019/02/lait-400.png;;In presenza;12;;;Via Pasquale Leonardi Cattolica, 6 00195 Roma;41,9141806;12,4554461
;MamiCo Eco Party;Ti piacciono le feste ma non i rifiuti? Prova la stoviglioteca, è gratuita e ti permette di evitare l'uso delle stoviglie in plastica monouso.;7;;;https://www.facebook.com/mamicoecoparty;;;;;;In presenza;12;;;Viguzzolo (AL);44,9037644;8,9206418
;Warfree;Rete Warfree, aziende e professionisti per la pace e la sostenibilità;7;;;www.warfree.net;;;;;https://www.warfree.net/wp-content/uploads/elementor/thumbs/logo_warfree-q1uty59mu8unjdlv8qtexrz7l6io031hlk072fv478.png;In presenza;12;;;CAGLIARI;39,2838411;9,1216613
;FFF - L'Aquila;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.facebook.com/FridaysForFutureAQ/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;L'Aquila, Italia;42,3498479;13,3995091
;FFF - Potenza;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuture_potenza/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Potenza, Italia;40,6404067;15,8056041
;FFF - Cosenza;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fffcosenza/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Cosenza, Italia;39,2982629;16,2537357
;FFF - Napoli;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuturenapoli/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Napoli, Italia;40,8517983;14,26812
;FFF - Bologna;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuturebologna/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Bologna, Italia;44,494887;11,3426163
;FFF - Udine;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfutureudine/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Udine, Italia;46,0710668;13,2345794
;FFF - Roma;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuture_roma/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Roma, colosseo, Italia;41,8902102;12,4922309
;FFF - Genova;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuture_genova/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Genova, Porto, Italia;44,4083493;8,926383
;FFF - Milano;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuture_milano/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Milano, stadio, Italia;45,4642035;9,189982
;FFF - Ancona;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridays.for.future.ancona/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Ancona, italia;43,6158299;13,518915
;FFF - Campobasso;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuture_campobasso/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Campobasso, Italia;41,5602544;14,6627161
;FFF - Torino;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuture_torino/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Torino, Stadio, Italia;45,0418233;7,6500522
;FFF - Bari;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuture_bari/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Bari, Stadio, Italia;41,0847298;16,8401352
;FFF - Sassari;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuture_sassari/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Sassari, Italia;40,7259269;8,5556826
;FFF - Catania;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuturecatania/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Catania, Italia;37,5078772;15,0830304
;FFF - Firenze;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuturefirenze/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Firenze, Stadio, Italia;43,7695604;11,2558136
;FFF - Trento;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.facebook.com/fridaysforfuturetrento/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Trento, Stadio, Italia;46,0747793;11,1217486
;FFF - Perugia;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuture_perugia/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Perugia, Stadio, Italia;43,1062126;12,3570416
;FFF - Valle d'Aosta;"Gruppo locale di Fridays for Future Italia
Prossimo Climate Strike: 15 settembre 2023";3;;;https://www.instagram.com/fridaysforfuturevda/;;;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;https://fridaysforfuture.org/wp-content/uploads/2020/03/crop-0-0-2560-1708-0-fff_september20_2019_jana_eriksson-1119--scaled.webp;https://fridaysforfutureitalia.it/wp-content/uploads/2020/05/logofff-italia.png;In presenza + online;13;;;Aosta, stadio, Italia;45,7349551;7,3130762
